BP,DHD,Dtrc7,Atrc7,Drec7,lat,lon
0.075,90.15001,0,0,0,26.725,127.925
0.2,91.75001,0,0,0,26.425,127.725
0.4,91.75001,0,0,0,26.425,127.725
0,66.13,0,0,0,-21.125,164.675
0,70.31001,0,0,0,-21.125,164.725
0,70.31001,0,0,0,-21.125,164.725
0.1564,78.28,0,0,0,27.875,-93.825
0.6583,78.28,0,0,0,27.875,-93.825
0,94,0,0,0,-16.425,145.975
0.02,88.64001,0,0,0,26.725,127.875
0.065,87.09,0,0,0,26.725,128.025
0.1,87.09,0,0,0,26.725,128.025
0.4,88.64001,0,0,0,26.725,127.875
0,71.28,0,0,0,-21.225,164.775
0,67.90001,0,0,0,-21.275,164.775
0,71.89,0,0,0,-21.275,164.825
0,89.32,0,0,0,-16.225,145.875
0,89.59,0,0,0,-16.225,145.925
0,65.7,0,0,0,-20.975,164.575
0,65.7,0,0,0,-20.975,164.575
0,63.96,0,0,0,-21.075,164.625
0,66.64,0,0,0,7.325,134.475
0,66.64,0,0,0,7.325,134.475
0,87.89,0,0,0,-16.175,145.875
0,87.89,0,0,0,-16.175,145.875
0,62.16,0,0,0,32.575,128.725
0,62.16,0,0,0,32.575,128.725
0.2747,56.67,0,0,0,18.675,-87.725
0.3421,56.67,0,0,0,18.675,-87.725
0,65.75,0,0,0,7.575,134.475
0,65.75,0,0,0,7.575,134.475
0,87.26,0,0,0,-16.125,145.825
0,85.31,0,0,0,-16.075,145.825
0,86.66999,0,0,0,-16.125,145.875
0,62.16,0,0,0,32.575,128.725
0,62.16,0,0,0,32.575,128.725
0,62.16,0,0,0,32.575,128.725
0.1852,64.14999,0,0,0,19.125,-87.525
0.1975,64.14999,0,0,0,19.125,-87.525
0.2222,64.14999,0,0,0,19.125,-87.525
0,85.08,0,0,0,-16.025,145.875
0.5895,56.27999,44,15.92,7,16.125,-86.925
0.7297,56.27999,44,15.92,7,16.125,-86.925
0.7464,56.27999,44,15.92,7,16.125,-86.925
0.008,63.13,0,0,0,33.775,129.675
0.303,67.35999,0,0,0,33.825,129.675
0,63.13,0,0,0,33.775,129.675
0.2838,58.86,0,0,0,18.875,-87.625
0.2927,59.25999,0,0,0,18.925,-87.625
0,83.75001,0,0,0,-15.975,145.825
0,83.75001,0,0,0,-15.975,145.825
0.03,84,0,0,0,26.125,127.775
0.15,82.25,0,0,0,26.075,127.725
0.1,82.25,0,0,0,26.075,127.725
0.1,87.97,0,0,0,34.425,129.275
0.25,81.93001,0,0,0,26.075,127.675
0.5,84,0,0,0,26.125,127.775
0,83.81001,0,0,0,34.275,129.325
0.4568,63.91,0,0,0,20.025,-87.475
0.0087,57.81,0,0,0,18.325,-64.675
0.39,56.73,0,0,0,18.225,-64.775
0,56.22,0,0,0,18.325,-64.775
0.1473,90.12,0,0,0,-14.675,145.425
0.2259,90.12,0,0,0,-14.675,145.425
0.2883,90.12,0,0,0,-14.675,145.425
0.3439,90.12,0,0,0,-14.675,145.425
0.395,87.78001,0,0,0,-14.625,145.475
0.4058,88.10999,0,0,0,-14.675,145.475
0,83.53,0,0,0,-15.425,145.775
0.1793,85.61,0,0,0,16.225,-88.575
0.2239,85.53999,0,0,0,16.175,-88.575
0.2736,85.53999,0,0,0,16.175,-88.575
0.56,74.55,0,0,0,16.775,-88.075
0.6823,74.55,0,0,0,16.775,-88.075
0.425,88.00999,0,0,0,15.875,-88.275
0.455,85.8,0,0,0,15.925,-88.275
0.5628,85.8,0,0,0,15.925,-88.275
0.3129,63.91,0,0,0,20.025,-87.475
0.3238,62.91,0,0,0,20.075,-87.475
0.3636,63.95,0,0,0,19.975,-87.475
0.3879,63.95,0,0,0,19.975,-87.475
0.505,62.54,0,0,0,20.475,-86.975
0.5297,63.06,0,0,0,20.425,-87.025
0.5354,63.4,0,0,0,20.325,-87.025
0.58,63.59,0,0,0,20.375,-87.025
0,65.76,0,0,0,-21.025,164.625
0,67.07001,0,0,0,-20.975,164.625
0,65.76,0,0,0,-21.025,164.625
0,68.31001,0,0,0,-21.025,164.675
0,65.75,0,0,0,7.575,134.475
0,65.75,0,0,0,7.575,134.475
0,91.50001,0,0,0,-14.925,145.675
0,91.50001,0,0,0,-14.925,145.675
0,92.75999,0,0,0,-14.975,145.725
0.1841,85.71001,0,0,0,16.225,-88.525
0.3483,85.53999,0,0,0,16.175,-88.575
0.403,84.90001,0,0,0,16.175,-88.425
0.4179,86.74,0,0,0,16.325,-88.325
0.475,88.3,0,0,0,15.975,-88.525
0.4802,90.28,0,0,0,15.925,-88.525
0.03,97.58,0,0,0,26.275,127.525
0.03,96.49001,0,0,0,26.275,127.575
0.15,97.58,0,0,0,26.275,127.525
0.04,95.21,0,0,0,26.225,127.575
0.05,95.32001,0,0,0,26.275,127.675
0.1,94.47,0,0,0,26.275,127.725
0.2,96.49001,0,0,0,26.275,127.575
0.75,96.49001,0,0,0,26.275,127.575
0.3952,62.19,0,0,0,20.625,-87.025
0.4762,63.1,0,0,0,20.675,-86.975
0,70.31001,0,0,0,-21.125,164.725
0,70.31001,0,0,0,-21.125,164.725
0,70.31001,0,0,0,-21.125,164.725
0,65.84,0,0,0,7.125,134.375
0,65.84,0,0,0,7.125,134.375
0.5994,88.10999,0,0,0,-14.675,145.475
0.6929,88.10999,0,0,0,-14.675,145.475
0.7421,88.10999,0,0,0,-14.675,145.475
0,90.14,0,0,0,-14.575,145.625
0,90.14,0,0,0,-14.575,145.625
0,89.60999,0,0,0,-14.625,145.625
0.2985,85.53999,0,0,0,16.175,-88.575
0.328,85.61,0,0,0,16.225,-88.575
0.5075,85.53999,0,0,0,16.175,-88.575
0.04,86.28999,0,0,0,26.125,127.625
0.05,90.99,0,0,0,26.175,127.625
0.1,82.44,0,0,0,26.075,127.625
0.25,81.93001,0,0,0,26.075,127.675
0.3,82.25,0,0,0,26.075,127.725
0.4179,63.74,0,0,0,18.275,-87.825
0.5619,64.52,0,0,0,20.475,-87.225
0.5619,64.52,0,0,0,20.475,-87.225
0.619,66.14,0,0,0,20.375,-87.325
0.6429,64.52,0,0,0,20.475,-87.225
0,65.76,0,0,0,-21.025,164.625
0,67.69,0,0,0,-21.075,164.675
0,65.86,0,0,0,7.275,134.525
0,65.86,0,0,0,7.275,134.525
0,89.6,0,0,0,-14.475,145.525
0,89.6,0,0,0,-14.475,145.525
0,89.75999,0,0,0,-14.525,145.575
0.03,92.89,0,0,0,26.375,127.725
0.065,87.82001,0,0,0,26.675,127.875
0.2,85.64,0,0,0,26.725,127.775
0.3,84.71,0,0,0,26.725,127.725
0.45,86.62999,0,0,0,26.625,127.825
0.5,86.87,0,0,0,26.725,127.825
0.6,86.17,0,0,0,26.675,127.825
0.209,68.28,0,0,0,18.175,-87.825
0.3184,59.13,0,0,0,18.375,-87.775
0.407,59.13,0,0,0,18.375,-87.775
0.5797,66.14,0,0,0,20.375,-87.325
0,65.76,0,0,0,-21.025,164.625
0,65.76,0,0,0,-21.025,164.625
0,67.07001,0,0,0,-20.975,164.625
0.1948,90.12,0,0,0,-14.675,145.425
0.263,88.10999,0,0,0,-14.675,145.475
0.5369,90.12,0,0,0,-14.675,145.425
0,96.25999,0,0,0,-13.975,144.525
0,96.25999,0,0,0,-13.975,144.525
0.6957,66.14,0,0,0,20.375,-87.325
0.7094,66.14,0,0,0,20.375,-87.325
0.1542,90.12,0,0,0,-14.675,145.425
0.2285,88.10999,0,0,0,-14.675,145.475
0.2516,90.12,0,0,0,-14.675,145.425
0,97.4,0,0,0,-13.925,144.375
0,94.75001,0,0,0,-13.975,144.425
0.15,67.67,0,0,0,20.925,-86.825
0.15,67.67,0,0,0,20.925,-86.825
0.185,67.48,0,0,0,20.975,-86.775
0.185,67.48,0,0,0,20.975,-86.775
0.5388,65.89,0,0,0,20.425,-87.325
0.635,68.87,0,0,0,20.875,-86.825
0.635,68.87,0,0,0,20.875,-86.825
0.6488,66.14,0,0,0,20.375,-87.325
0.6732,66.14,0,0,0,20.375,-87.325
0.8038,65.89,0,0,0,20.425,-87.325
0.1982,90.12,0,0,0,-14.675,145.425
0,100.05,0,0,0,-13.925,144.625
0,100.05,0,0,0,-13.925,144.625
0,101.01,0,0,0,-13.925,144.675
0.0426,64.48,0,0,0,21.125,-86.725
0.0625,66.14,0,0,0,20.375,-87.325
0.0625,64.75999,0,0,0,21.175,-86.725
0.1915,64.75999,0,0,0,21.175,-86.725
0,67.07001,0,0,0,-20.975,164.625
0,98.22999,0,0,0,-13.475,144.075
0,97.06001,0,0,0,-13.525,144.075
0,57.73,0,0,0,4.125,118.625
0,57.73,0,0,0,4.125,118.625
0,57.73,0,0,0,4.125,118.625
0,57.73,0,0,0,4.125,118.625
0,57.73,0,0,0,4.125,118.625
0,57.73,0,0,0,4.125,118.625
0,57.73,0,0,0,4.125,118.625
0.148,66.14,0,0,0,20.375,-87.325
0.176,66.14,0,0,0,20.375,-87.325
0,68.71001,0,0,0,-20.925,164.625
0,67.07001,0,0,0,-20.975,164.625
0,100.07,0,0,0,-13.275,143.975
0,100.07,0,0,0,-13.275,143.975
0,57.45,0,0,0,4.125,118.625
0,74.71,0,0,0,-21.075,164.775
0,74.71,0,0,0,-21.075,164.775
0,102.35,0,0,0,-13.075,143.925
0,105.96,0,0,0,-13.075,143.975
0,105.96,0,0,0,-13.075,143.975
0,105.27,0,0,0,-13.125,143.975
0,56.88,0,0,0,4.125,118.625
0,56.88,0,0,0,4.125,118.625
0,56.88,0,0,0,4.125,118.625
0,56.88,0,0,0,4.125,118.625
0,74.55,0,0,0,-21.275,164.875
0,74.55,0,0,0,-21.275,164.875
0,95.32999,0,0,27,-12.225,143.925
0,95.32999,0,0,27,-12.225,143.925
0,67.07001,0,0,0,-20.975,164.625
0.05,90.53,0,0,8,24.475,124.275
0.1,90.53,0,0,8,24.475,124.275
0.3,89.9,0,0,8,24.375,124.275
0.3,90.53,0,0,8,24.475,124.275
0.4,89.96,0,0,8,24.425,124.275
0.6,90.53,0,0,8,24.475,124.275
0,62.8,0,0,7,21.975,120.725
0,62.8,0,0,7,21.975,120.725
0.102,66.14,0,0,0,20.375,-87.325
0.1371,77.13,0,0,0,16.475,-88.025
0.1379,76.2,0,0,0,16.575,-88.075
0.1576,75.2,0,0,0,16.525,-87.975
0.0882,75.2,0,0,0,16.525,-87.975
0.3391,77.13,0,0,0,16.475,-88.025
0,56.97,0,0,0,17.775,-77.025
0.155,66.14,0,0,0,20.375,-87.325
0.045,66.14,0,0,0,20.375,-87.325
0,74.67,0,0,0,-21.225,164.825
0,62.89,0,0,0,7.425,134.625
0,62.89,0,0,0,7.425,134.625
0.1029,86.63,0,0,0,16.625,-88.325
0.1078,86.31,0,0,0,16.525,-88.275
0.0119,87.39,0,0,0,16.475,-88.325
0.0714,83.56001,0,0,0,16.425,-88.175
0.2083,83.02,0,0,0,16.475,-88.175
0.3073,77.96,0,0,0,16.425,-88.025
0,74.67,0,0,0,-21.225,164.825
0.2124,85.23,0,0,0,16.425,-88.225
0.1237,60.8,0,0,0,20.475,-86.775
0.06,61.71,0,0,0,20.525,-86.775
0.0736,61.71,0,0,0,20.525,-86.775
0.1962,77.7,0,0,0,15.825,-87.425
0.95,90.85,0,0,0,24.775,125.175
0.97,90.98,0,0,0,24.725,125.275
0.1075,61.2,0,0,0,12.475,-61.475
0.5385,77.88,0,0,0,15.875,-87.475
0.6667,79.61,0,0,0,15.875,-87.525
0.7371,81.44,0,0,0,15.925,-87.625
0.005,89.63,0,0,0,26.475,127.825
0.015,90.56001,0,0,0,26.425,127.775
0.015,89.63,0,0,0,26.475,127.825
0.025,95.32001,0,0,0,26.275,127.675
0.025,86.14,0,0,0,26.525,127.925
0.1,87.16,0,0,0,26.625,127.875
0.111,65.89,0,0,0,20.425,-87.325
0.023,67.48,0,0,0,20.975,-86.775
0.1525,65.92,0,0,0,20.975,-86.825
0.0435,67.67,0,0,0,20.925,-86.825
0.194,67.67,0,0,0,20.925,-86.825
0.427,65.89,0,0,0,20.425,-87.325
0.12,71.14,0,0,0,17.475,-88.025
0.31,73.87,0,0,0,17.275,-88.075
0.325,71.92,0,0,0,17.375,-88.025
0.54,71.14,0,0,0,17.475,-88.025
0.5825,79.61,0,0,0,15.875,-87.525
0.6146,77.88,0,0,0,15.875,-87.475
0.6359,77.88,0,0,0,15.875,-87.475
0.2285,65.89,0,0,0,20.425,-87.275
0.05,68.02,0,0,0,12.175,-69.025
0,64.83,0,0,0,7.025,134.225
0,64.83,0,0,0,7.025,134.225
0,60.44,0,0,0,7.825,134.575
0,60.44,0,0,0,7.825,134.575
0.231,66.14,0,0,0,20.375,-87.325
0.248,66.14,0,0,0,20.375,-87.325
0.039,66.14,0,0,0,20.375,-87.325
0.391,66.14,0,0,0,20.375,-87.325
0,58.38,0,0,0,8.025,134.675
0,58.38,0,0,0,8.025,134.675
0.7,100.85,0,0,0,26.225,127.275
0.2045,66.14,0,0,0,20.375,-87.325
0.36,93.37,0,0,0,24.725,125.425
0.82,89.21001,0,0,0,24.675,125.325
0.2005,65.89,0,0,0,20.425,-87.275
0.02,74.94,0,0,0,26.575,128.175
0.02,79,0,0,0,26.825,128.275
0.02,77.44,0,0,0,26.825,128.325
0.03,79.67001,0,0,0,26.875,128.275
0.055,77.44,0,0,0,26.825,128.325
0.065,74.94,0,0,0,26.575,128.175
0.3,74.14999,0,0,0,28.325,129.575
0,74.14999,0,0,0,28.325,129.575
0.143,65.89,0,0,0,20.425,-87.275
0.2015,65.89,0,0,0,20.425,-87.275
0.1315,66.14,0,0,0,20.375,-87.325
0.1525,66.14,0,0,0,20.375,-87.325
0.204,66.14,0,0,0,20.375,-87.325
0.0075,60.68,0,0,14,22.325,120.375
0.0125,59.95,0,0,0,22.375,120.375
0,60.68,0,0,14,22.325,120.375
0,59.95,0,0,0,22.375,120.375
0,60.68,0,0,14,22.325,120.375
0,60.68,0,0,14,22.325,120.375
0.0054,56.55,0,0,0,18.275,-64.825
0.0172,57,0,0,0,18.275,-64.875
0.178,66.14,0,0,0,20.375,-87.325
0.31,73.83,0,0,0,24.825,-76.325
0.136,65.89,0,0,0,20.425,-87.275
0.0131,80.01,0,0,0,24.875,-76.375
0.077,66.14,0,0,0,20.375,-87.325
0.087,66.14,0,0,0,20.375,-87.325
0.2255,66.14,0,0,0,20.375,-87.325
0.2435,66.14,0,0,0,20.375,-87.325
0.127,65.89,0,0,0,20.425,-87.325
0.2615,66.14,0,0,0,20.375,-87.325
0,57.76,0,0,0,30.825,129.925
0.2723,67,0,0,0,13.375,144.775
0.519,67,0,0,0,13.375,144.775
0.5294,67,0,0,0,13.375,144.775
0.5313,67,0,0,0,13.375,144.775
0.5789,67,0,0,0,13.375,144.775
0.598,67,0,0,0,13.375,144.775
0.1688,67.73,0,0,0,13.525,144.775
0.2073,67.73,0,0,0,13.525,144.775
0.2736,67.73,0,0,0,13.525,144.775
0.3828,69.24001,0,0,0,13.475,144.725
0.5024,69.24001,0,0,0,13.475,144.725
0.5598,69.24001,0,0,0,13.475,144.725
0.65,87.16,0,0,0,26.625,127.875
0.1444,66.92,0,0,0,20.825,-86.875
0.0421,66.92,0,0,0,20.825,-86.875
0.0804,66.92,0,0,0,20.825,-86.875
0.0055,59.43,0,0,21,18.225,-65.025
0.35,60.65,0,0,21,18.175,-64.975
0.0488,66.92,0,0,0,20.825,-86.875
0.2667,68.87,0,0,0,20.875,-86.825
0.2667,96.29,0,0,0,-16.775,145.975
0.009,88.34,0,0,0,-16.025,145.625
0.02,84.91,0,0,0,26.275,127.975
0.03,84.35001,0,0,0,26.175,127.925
0.04,85.39,0,0,0,26.175,127.875
0.05,83.62,0,0,0,26.125,127.875
0.05,84.12,0,0,0,26.225,127.975
0.05,84.91,0,0,0,26.275,127.975
0.055,89.82999,0,0,0,26.325,127.025
0.075,85.59001,0,0,0,26.375,127.975
0.35,84.33,0,0,0,26.325,128.025
0.1875,69.24001,0,0,0,13.475,144.725
0.2206,69.24001,0,0,0,13.475,144.725
0.255,69.24001,0,0,0,13.475,144.725
0.5127,68.75,0,0,0,13.375,144.625
0.5306,68.75,0,0,0,13.375,144.625
0.6735,68.75,0,0,0,13.375,144.625
0.167,69.21,0,0,0,12.175,-68.325
0.0715,69.21,0,0,0,12.175,-68.325
0.2167,69.21,0,0,0,12.175,-68.325
0.4826,69.21,0,0,0,12.175,-68.325
0.0065,60.94,0,0,20,18.175,-65.075
0.1098,68.86,0,0,0,12.225,-68.325
0.1154,66.31,0,0,0,12.275,-68.425
0.1313,79.78999,0,0,0,12.025,-68.175
0.0225,79.78999,0,0,0,12.025,-68.175
0.1469,68.86,0,0,0,12.225,-68.325
0.0362,68.86,0,0,0,12.225,-68.325
0.1531,79.78999,0,0,0,12.025,-68.175
0.1648,69.21,0,0,0,12.175,-68.325
0.0544,69.21,0,0,0,12.175,-68.325
0.0682,79.78999,0,0,0,12.025,-68.175
0.0689,66.31,0,0,0,12.275,-68.425
0.0748,79.78999,0,0,0,12.025,-68.175
0.0756,69.21,0,0,0,12.175,-68.325
0.1841,79.78999,0,0,0,12.025,-68.175
0.2088,66.31,0,0,0,12.275,-68.425
0.2119,69.21,0,0,0,12.175,-68.325
0.3136,66.31,0,0,0,12.275,-68.425
0.3351,79.78999,0,0,0,12.025,-68.175
0.4,68.86,0,0,0,12.225,-68.325
0.4105,79.78999,0,0,0,12.025,-68.175
0.0812,72.73,0,0,0,12.125,-68.275
0.1971,72.73,0,0,0,12.125,-68.275
0.2188,69.21,0,0,0,12.175,-68.325
0.537,69.21,0,0,0,12.175,-68.325
0.0064,56.66,0,0,22,18.325,-65.075
0.1667,89.60999,0,0,0,-14.625,145.625
0.12,63.06,0,0,0,20.425,-87.025
0.0435,63.06,0,0,0,20.425,-87.025
0.21,57,0,0,0,18.275,-64.875
0,56.77,0,0,0,18.275,-64.925
0.0235,63.06,0,0,0,20.425,-87.025
0.0133,69.21,0,0,0,12.175,-68.325
0.1342,69.21,0,0,0,12.175,-68.325
0.0402,69.21,0,0,0,12.175,-68.325
0.0775,69.21,0,0,0,12.175,-68.325
0.0952,69.21,0,0,0,12.175,-68.325
0.2069,69.21,0,0,0,12.175,-68.325
0.2655,69.21,0,0,0,12.175,-68.325
0.3609,69.21,0,0,0,12.175,-68.325
0.2667,88.10999,0,0,0,-14.675,145.475
0.8,95.92,0,0,0,26.175,127.225
0.9,100.85,0,0,0,26.225,127.275
0.95,100.85,0,0,0,26.225,127.275
0.0115,82.92,0,0,0,21.425,-86.775
0,83.61,0,0,0,21.475,-86.775
0.0488,64.69,0,0,0,12.625,-61.325
0.9,97.08,0,0,0,26.175,127.325
0.9,101.34,0,0,0,26.225,127.325
0.95,101.34,0,0,0,26.225,127.325
0.95,101.34,0,0,0,26.225,127.325
0.9,100.85,0,0,0,26.225,127.275
0.9,100.85,0,0,0,26.225,127.275
0.95,96.7,0,0,0,26.175,127.275
0.95,96.7,0,0,0,26.175,127.275
0.0291,76.00999,0,0,0,22.525,-89.775
0.1538,76.85001,0,0,0,22.375,-89.675
0.0541,75.27,0,0,0,22.575,-89.775
0.0667,89.25999,0,0,0,-14.725,145.525
0.0278,83.64,0,0,0,22.125,-91.375
0.2436,83.64,0,0,0,22.125,-91.375
0.3026,82.92,0,0,0,22.125,-91.425
0.3,74.79,0,0,0,13.525,-89.825
0,74.79,0,0,0,13.525,-89.825
0.2791,88.78001,0,0,0,20.925,-92.225
0.3019,88.78001,0,0,0,20.925,-92.225
0.3333,86.89999,0,0,0,20.975,-92.325
0.1515,68.86,0,0,0,12.225,-68.325
0.0568,68.86,0,0,0,12.225,-68.325
0.0934,68.86,0,0,0,12.225,-68.325
0.2829,68.86,0,0,0,12.225,-68.325
0.4333,95.83,0,0,0,-16.575,146.075
0.2451,88.78001,0,0,0,20.925,-92.225
0.4015,86.89999,0,0,0,20.975,-92.325
0.4981,88.78001,0,0,0,20.925,-92.225
0.4333,95.69,0,0,0,-16.925,145.975
0.0175,61.2,0,0,0,12.475,-61.475
0,77.21001,0,0,0,-21.125,164.825
0,63.87,0,0,0,-21.025,164.575
0.6,89.15,0,0,0,25.025,125.225
0.62,88.96,0,0,0,24.975,125.275
0.68,89.63,0,0,0,25.025,125.275
0.905,87.78001,0,0,0,24.975,125.225
0,88.2,0,0,0,24.925,125.275
0.145,77.19,0,0,0,24.825,125.125
0,60.3,0,0,0,-23.875,152.425
0.1,56.28,0,0,0,-23.475,152.075
0.4,62.39,0,0,0,13.525,-89.825
0.1,88.56,0,0,0,-14.275,-170.725
0.2003,58.89,0,0,0,-22.025,152.175
0.005,65.87,0,0,0,26.575,128.175
0.005,62.48,0,0,0,26.675,128.275
0.005,63.87,0,0,0,26.725,128.325
0,63.87,0,0,0,26.725,128.325
0,63.87,0,0,0,26.725,128.325
0,65.57999,0,0,0,26.775,128.325
0,63.87,0,0,0,26.725,128.325
0.0243,64.32999,0,0,0,-21.875,152.175
0.011,62.84,0,0,0,24.825,-76.325
0,61.33,0,0,0,13.975,120.625
0,61.33,0,0,0,13.975,120.625
0,67.89,0,0,0,18.125,-63.025
0,68.87,0,0,0,18.075,-63.025
0,71.39999,0,0,0,10.275,124.025
0,71.39999,0,0,0,10.275,124.025
0,70.58,0,0,0,10.325,124.025
0.025,68.87,0,0,0,18.075,-63.025
0,67.44,0,0,0,18.125,-63.075
0,72.09,0,0,0,10.225,123.975
0,71.39999,0,0,0,10.275,124.025
0.0167,59.3,0,0,0,-20.025,149.675
0,71.09,0,0,0,10.325,124.025
0,71.09,0,0,0,10.325,124.025
0.011,69.2,0,0,0,-19.675,149.925
0.4,72.17,0,0,0,-19.725,150.075
0.71,86.32,0,0,0,-17.825,146.475
0.3667,67.76,0,0,0,-19.825,150.175
0.125,72.73,0,0,0,12.125,-68.275
0.125,72.73,0,0,0,12.125,-68.275
0.158,72.73,0,0,0,12.125,-68.275
0.077,72.73,0,0,0,12.125,-68.275
0.038,57.01999,0,0,0,-19.775,149.375
0.0217,77.17,0,0,0,-20.075,148.875
0.21,80.05,0,0,0,28.475,129.725
0,67.31001,0,0,0,-20.275,164.025
0,67.31001,0,0,0,-20.275,164.025
0,61.61,0,0,0,-20.225,164.025
0,61.61,0,0,0,-20.225,164.025
0.0143,77.17,0,0,0,-20.075,148.875
0,82.46,0,0,0,-20.425,164.125
0,82.46,0,0,0,-20.425,164.125
0.9,90.73,0,0,0,-14.275,-170.575
0,61.61,0,0,0,-20.225,164.025
0,61.61,0,0,0,-20.225,164.025
0.28,89.24,0,0,0,-14.275,-170.625
0.0237,79.89999,0,0,0,-20.175,149.025
0,61.61,0,0,0,-20.225,164.025
0,71.53999,0,0,0,-20.325,164.025
0,86.95999,0,0,0,-20.475,164.175
0,86.95999,0,0,0,-20.475,164.175
0.0357,59.31,0,0,0,-19.825,149.425
0,88.43,0,0,0,-1.225,-90.425
0,89.35,0,0,8,-1.225,-90.375
0,65.62,0,0,0,-20.275,164.075
0,71.31,0,0,0,10.325,124.025
0,71.31,0,0,0,10.325,124.025
0,82.46,0,0,0,-20.425,164.125
0,82.46,0,0,0,-20.425,164.125
0.02,86.95999,0,0,0,-20.475,164.175
0,86.95999,0,0,0,-20.475,164.175
0.205,83.50999,0,0,8,-18.275,147.375
0.205,71.76,0,0,0,-18.625,147.425
0.205,79.07001,0,0,9,-18.425,147.475
0.205,73.72,0,0,0,-18.575,147.475
0.205,76.6,0,0,0,-18.525,147.525
0.205,75.48,0,0,0,-18.575,147.575
0.205,68.16,0,0,0,-18.825,147.625
0.205,73.87,0,0,0,-18.675,147.725
0.01,86.95999,0,0,0,-20.475,164.175
0,83.91,0,0,0,-20.575,164.175
0.03,67.31001,0,0,0,-20.275,164.025
0,72.87,0,0,0,-20.325,164.075
0.05,89.07999,0,0,0,-14.275,-170.675
0.42,89.07999,0,0,0,-14.275,-170.675
0.5234,86.64,0,0,0,-18.825,146.525
0.627,86.64,0,0,0,-18.825,146.525
0.6272,86.64,0,0,0,-18.825,146.525
0.9,89.24,0,0,0,-14.275,-170.625
0.205,95.45,0,0,0,-12.975,143.825
0.205,98.01,0,0,0,-13.975,144.575
0.205,99.67,0,0,0,-13.075,143.875
0.205,90.78999,0,0,0,-14.425,145.425
0.205,91.50001,0,0,0,-14.925,145.675
0.205,86.8,0,0,0,-15.275,145.775
0.205,87.5,0,0,0,-15.175,145.725
0.205,89.78,0,0,0,-15.075,145.725
0.205,92.75999,0,0,0,-14.975,145.725
0.205,97.4,0,0,0,-13.925,144.375
0.205,101.3,0,0,0,-13.725,144.225
0.205,94.59001,0,0,0,-13.425,143.975
0.205,104.26,0,0,0,-13.175,143.975
0.205,94.09,0,0,0,-12.875,143.825
0.205,98.22999,0,0,0,-13.475,144.075
0.205,97.06001,0,0,0,-13.525,144.075
0.205,94.85001,0,0,0,-13.625,144.075
0.205,96.3,0,0,0,-13.575,144.075
0.205,101.4,0,0,0,-13.675,144.175
0.205,99.44,0,0,0,-13.875,144.325
0.205,100.73,0,0,0,-14.075,144.725
0.205,99.43,0,0,0,-14.225,144.925
0.205,94.75001,0,0,0,-13.975,144.425
0.3172,87.79,0,0,0,-18.825,146.425
0.3358,87.79,0,0,0,-18.825,146.425
0.3437,87.79,0,0,0,-18.825,146.425
0.205,60.37,0,0,0,-11.025,142.975
0.205,67.54,0,0,0,-11.475,143.025
0.205,90.10001,0,0,32,-11.825,143.875
0.205,62.78,0,0,0,-11.225,143.025
0.205,87.71,0,0,30,-12.325,143.825
0.205,91.59,0,0,0,-12.725,143.825
0.205,78.55,0,0,0,-12.325,143.425
0.205,86.81999,0,0,0,-12.225,143.825
0.205,76.05999,0,0,0,-11.975,143.275
0.205,91.08001,0,0,30,-11.975,143.875
0.205,82.74,0,0,30,-12.375,143.775
0.205,76.32001,0,0,0,-12.125,143.275
0.205,91.5,0,0,0,-12.625,143.825
0.205,66.57,0,0,8,-10.275,143.475
0.205,91.18,0,0,30,-12.275,143.875
0.205,85.67,0,0,32,-12.125,143.825
0.205,85.67,0,0,32,-12.125,143.825
0.205,62.50999,0,0,0,-11.175,143.025
0.205,75.99001,0,0,0,-12.075,143.275
0.205,82.62,0,0,14,-12.625,143.425
0.205,81.55,0,0,0,-12.575,143.375
0.205,61.42,0,0,0,-11.125,143.025
0.205,75.9,0,0,0,-11.275,144.075
0.205,75.33,0,0,0,-11.925,143.225
0.205,89.93001,0,0,32,-11.775,143.875
0.205,64.7,0,0,0,-10.375,142.925
0.205,71.55,0,0,0,-11.775,142.925
0.205,71.55,0,0,0,-11.775,142.925
0.205,72.2,0,0,0,-11.775,142.975
0.205,72.2,0,0,0,-11.775,142.975
0.205,69.37,0,0,0,-11.475,143.075
0.205,82.62,0,0,14,-12.625,143.425
0.205,78.01,0,0,0,-12.425,143.725
0.205,82.06,0,0,30,-12.425,143.775
0.205,82.93,0,0,30,-12.475,143.775
0.205,82.74,0,0,30,-12.375,143.775
0.205,83.72,0,0,0,-12.225,143.775
0.205,85.56999,0,0,32,-12.075,143.825
0.205,85.71,0,0,32,-12.175,143.825
0.205,91.59,0,0,0,-12.725,143.825
0.205,91.25999,0,0,30,-12.575,143.825
0.205,85.56999,0,0,32,-12.075,143.825
0.205,91.61,0,0,0,-12.775,143.825
0.205,86.63999,0,0,30,-12.025,143.825
0.205,80.86,0,0,0,-11.525,143.875
0.205,90.10001,0,0,32,-11.825,143.875
0.205,80.86,0,0,0,-11.525,143.875
0.205,89.93001,0,0,32,-11.775,143.875
0.205,89.93001,0,0,32,-11.775,143.875
0.205,84.98,0,0,0,-11.625,143.875
0.205,96.02,0,0,30,-11.975,143.925
0.205,95,0,0,25,-12.075,143.925
0.205,96.02,0,0,30,-11.975,143.925
0.205,95.62,0,0,25,-12.025,143.925
0.205,58.19,0,0,0,-10.425,143.925
0.205,100.39,0,0,25,-12.025,143.975
